159;"Comune";"Cuneo";"Cherasco";"VIA SCUOLE";"11";"5";"R0040670007";"0040670007";"2 - tra il 1800 ed il 1900";;0,00
160;"Comune";"Cuneo";"Cherasco";"VIA TARICCO SEBASTIANO";"6";"3";"R0040670001";"0040670001";"2 - tra il 1800 ed il 1900";;0,00
161;"Comune";"Cuneo";"Fossano";"piazza Bava";"2";"11";"R0040890010";"0040890010";"2 - tra il 1800 ed il 1900";;0,00
162;"Comune";"Cuneo";"Frabosa Soprana";"Via Roma";"21";"0040901001";"R0040900002";"0040900002";"2 - tra il 1800 ed il 1900";;0,00
163;"Comune";"Cuneo";"Garessio";"VIA VITTORIO EMANUELE II";"100";"0040950001";"R0040950003";"0040950003";"2 - tra il 1800 ed il 1900";;0,00
164;"Comune";"Cuneo";"Garessio";"VIA VITTORIO EMANUELE II";"100";"0040950002";"R0040950004";"0040950004";"2 - tra il 1800 ed il 1900";;0,00
165;"Comune";"Cuneo";"Lagnasco";"PIAZZA RE UMBERTO I";"13";"1";"R0041040001";"0041040001";"2 - tra il 1800 ed il 1900";;0,00
166;"Comune";"Cuneo";"Mondovi'";"Strada dei Bertini";"2";"7";"R0041300013";"0041300013";"2 - tra il 1800 ed il 1900";;0,00
167;"Comune";"Cuneo";"Mondovi'";"Via Oderda";"23";"6";"R0041300009";"0041300009";"2 - tra il 1800 ed il 1900";;0,00
168;"Comune";"Cuneo";"Murello";"VIA XX SETTEMBRE";"1";"1";"R0041460002";"0041460002";"2 - tra il 1800 ed il 1900";;0,00
169;"Comune";"Cuneo";"Narzole";"VIA RE UMBERTO I";"9";"3";"R0041470003";"0041470003";"2 - tra il 1800 ed il 1900";;0,00
170;"Comune";"Cuneo";"Niella Tanaro";"Via XX SETTEMBRE";"108";"1A";"R0041510001";"0041510001";"2 - tra il 1800 ed il 1900";;0,00
171;"Comune";"Cuneo";"Novello";"PIAZZA VITTORIO EMANUELE II";"3";"2";"R0041520001";"0041520001";"2 - tra il 1800 ed il 1900";;0,00
172;"Comune";"Cuneo";"Peveragno";"VIA GUGLIELMO ABATE";"43";"2";"R0041630004";"0041630004";"2 - tra il 1800 ed il 1900";;0,00
173;"Comune";"Cuneo";"Prazzo";"VIA NAZIONALE";"22";"0041740001";"R0041740001";"0041740001";"2 - tra il 1800 ed il 1900";;0,00
174;"Comune";"Cuneo";"Priocca";"Via ROMA";"39";"3MM";"R0041760002";"0041760002";"2 - tra il 1800 ed il 1900";;0,00
175;"Comune";"Cuneo";"Priola";"Via Provinciale";"2/A";"1";"R0041770002";"0041770002";"2 - tra il 1800 ed il 1900";;0,00
176;"Comune";"Cuneo";"Rocca De' Baldi";"Via Peirone";"53/A";"41890001";"R0041890001";"0041890001";"2 - tra il 1800 ed il 1900";;0,00
177;"Comune";"Cuneo";"Rocca De' Baldi";"VIA PEIRONE";"53/B";"41890002";"R0041890002";"0041890002";"2 - tra il 1800 ed il 1900";;0,00
178;"Comune";"Cuneo";"Rodello";"Piazza Comunale";"4";"1";"R0041960001";"0041960001";"2 - tra il 1800 ed il 1900";;0,00
179;"Comune";"Cuneo";"Salmour";"pIAZZA DONATORI DI SANGUE";"1";"CNAA80701E";"R0042020001";"0042020001";"2 - tra il 1800 ed il 1900";;0,00
180;"Comune";"Cuneo";"Santo Stefano Belbo";"Via Federico Pistone";"20";"01";"R0042130001";"0042130001";"2 - tra il 1800 ed il 1900";;0,00
181;"Comune";"Cuneo";"Scarnafigi";"Corso Carlo Alberto";"5";"2";"R0042170001";"0042170001";"2 - tra il 1800 ed il 1900";;0,00
182;"Comune";"Cuneo";"Sinio";"Piazza Don Marchisio";"2";"1";"R0042200001";"0042200001";"2 - tra il 1800 ed il 1900";;0,00
183;"Comune";"Cuneo";"Tarantasca";"Via Piero Bellino";"5";"2";"R0042250001";"0042250001";"2 - tra il 1800 ed il 1900";;0,00
184;"Comune";"Cuneo";"Trinita'";"VIA MARRO CARLO";"16";"0042320001";"R0042320003";"0042320003";"2 - tra il 1800 ed il 1900";;0,00
185;"Comune";"Cuneo";"Venasca";"VIA ASILO";"4";"0042370003";"R0042370001";"0042370001";"2 - tra il 1800 ed il 1900";;0,00
186;"Comune";"Cuneo";"Vezza D'Alba";"Via L.Fissore";"1";"1";"R0042410003";"0042410003";"2 - tra il 1800 ed il 1900";;0,00
187;"Comune";"Cuneo";"Vinadio";"Via TROCELLO";"10";"2";"R0042480003";"0042480003";"2 - tra il 1800 ed il 1900";;0,00
